restaurant_id,restaurant_name,location_area,cuisine_type,price_range,avg_cost_for_two,ambience_type,overall_rating,popular_dishes,has_home_delivery,has_vegetarian_options,is_family_friendly,contact_number,address,opening_hours,years_in_business,total_reviews
1233,Junior Kuppanna Darbar,Avinashi Road,Chettinad,$,551,Casual,4.2,"Pepper Chicken, Prawn Masala, Fish Fry",Yes,Yes,Yes,0422-298326,"591, Main Road, Avinashi Road, Coimbatore - 641026",7:00 AM to 12:00 AM,26,3516
1234,Black Pearl Kitchen,Ukkadam,Chinese,$$,1505,Casual,3.9,"American Chopsuey, Spring Rolls",Yes,Yes,No,0422-247395,"628, Main Road, Ukkadam, Coimbatore - 641043",8:00 AM to 12:00 AM,9,1992
1235,Copper Chimney Darbar,Gopalapuram,North Indian,$$,1086,Family-style,5.0,"Dal Makhani, Naan, Biryani",Yes,Yes,Yes,0422-213090,"739, Main Road, Gopalapuram, Coimbatore - 641044",8:00 AM to 12:00 AM,14,3170
1236,Madurai Kumar Mess Restaurant,Thudiyalur,South Indian,$,549,Casual,4.5,"Pongal, Rava Dosa, Filter Coffee",Yes,Yes,Yes,0422-290510,"168, Main Road, Thudiyalur, Coimbatore - 641017",8:00 AM to 11:00 PM,16,838
1237,Aasai Hotel Fast Food,Peelamedu,Chinese,$,793,Family-style,3.4,"Manchurian, Spring Rolls, Hot & Sour Soup",Yes,Yes,Yes,0422-237304,"333, Opposite CIT College, Peelamedu, Coimbatore - 641096",11:00 AM to 11:00 PM,25,3711
1238,Sri Krishna Sweets,Saravanampatti,Multi-Cuisine,$$$$,5227,Family-style,4.5,"Dessert Platter, Pasta",Yes,Yes,No,0422-221233,"234, Near KMCH Hospital, Saravanampatti, Coimbatore - 641050",9:00 AM to 12:00 AM,10,2241
1239,The French Door Barbecue,Saravanampatti,Chettinad,$$,1545,Casual,3.9,"Chettinad Chicken, Karaikudi Mutton",Yes,Yes,Yes,0422-227600,"407, Near Karunya University, Saravanampatti, Coimbatore - 641023",7:00 AM to 10:00 PM,30,3926
1240,Geetha Canteen Mess,Gandhipuram,Chettinad,$$,1116,Casual,4.6,"Chettinad Chicken, Pepper Chicken",Yes,Yes,No,0422-269041,"30, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641014",9:00 AM to 11:00 PM,28,3950
1241,Aasai Hotel Barbecue,Vadavalli,Chinese,$,623,Traditional,3.9,"Spring Rolls, Chilli Chicken, Dumplings, Schezwan Fried Rice",Yes,Yes,Yes,0422-269964,"318, Main Road, Vadavalli, Coimbatore - 641054",10:00 AM to 12:00 AM,8,783
1242,Arya Bhavan,Saravanampatti,Chinese,$,573,Casual,4.2,"Spring Rolls, American Chopsuey, Dumplings, Schezwan Fried Rice",Yes,Yes,Yes,0422-201197,"818, Near KMCH Hospital, Saravanampatti, Coimbatore - 641047",11:00 AM to 10:00 PM,26,109
1243,Noodle Bar Juice Center,RS Puram,Chettinad,$$,1069,Casual,4.5,"Kola Urundai, Pepper Chicken, Prawn Masala, Chettinad Chicken",Yes,Yes,Yes,0422-280375,"702, Near DB Road, RS Puram, Coimbatore - 641044",9:00 AM to 12:00 AM,24,4407
1244,Copper Chimney Bhavan,Saravanampatti,Fast Food,$,658,Casual,4.5,"Hot Dog, Wrap, Sandwich, Pizza",No,No,No,0422-270119,"191, Near Karunya University, Saravanampatti, Coimbatore - 641023",9:00 AM to 11:00 PM,5,3641
1245,A2B,RS Puram,Andhra,$$,1274,Family-style,3.8,"Pulihora, Royyala Iguru, Pesarattu",No,No,Yes,0422-219148,"273, Near Race Course, RS Puram, Coimbatore - 641060",7:00 AM to 12:00 AM,16,1537
1246,Annapoorna Mess,Vadavalli,South Indian,$$$$,4512,Traditional,4.3,"Vada, Filter Coffee, Kesari Bath, Bisi Bele Bath",No,Yes,Yes,0422-268306,"682, Main Road, Vadavalli, Coimbatore - 641036",10:00 AM to 11:00 PM,22,2606
1247,Aasai Hotel Mess,RS Puram,Street Food,$$,1684,Casual,4.1,"Sundal, Pani Puri, Bhel Puri, Kothu Parotta",Yes,Yes,Yes,0422-201974,"814, Near Race Course, RS Puram, Coimbatore - 641045",11:00 AM to 10:00 PM,13,2041
1248,Madurai Kumar Mess Bhavan,Gandhipuram,South Indian,$$,1311,Casual,4.0,"Vada, Pongal",Yes,Yes,Yes,0422-281937,"62, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641055",8:00 AM to 12:00 AM,18,929
1249,Namma Veedu Ice Cream Parlor,RS Puram,South Indian,$$$,2573,Casual,5.0,"Vada, Masala Dosa, Rava Dosa",No,Yes,Yes,0422-257344,"302, Near DB Road, RS Puram, Coimbatore - 641079",10:00 AM to 10:00 PM,19,1578
1250,Royal Darbar Kitchen,Peelamedu,Italian,$,719,Casual,4.4,"Carbonara, Lasagna",Yes,No,Yes,0422-249681,"190, Near Hope College, Peelamedu, Coimbatore - 641012",11:00 AM to 11:00 PM,25,2006
1251,Cascade Dhaba,Gandhipuram,North Indian,$$$,2460,Family-style,4.0,"Naan, Chole Bhature, Tandoori Chicken",Yes,No,Yes,0422-205737,"183, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641014",8:00 AM to 10:00 PM,16,1619
1252,Rasam Darbar,Ukkadam,South Indian,$$,1420,Traditional,4.6,"Uttapam, Masala Dosa, Pongal, Idli Sambar",No,Yes,Yes,0422-210480,"480, Main Road, Ukkadam, Coimbatore - 641091",7:00 AM to 11:00 PM,18,3457
1253,Dindigul Thalappakatti,Thudiyalur,Fast Food,$,455,Quick Bite,5.0,"French Fries, Nuggets",Yes,Yes,No,0422-230279,"545, Main Road, Thudiyalur, Coimbatore - 641059",8:00 AM to 10:00 PM,17,2087
1254,Aasai Hotel Grill,PN Palayam,Chettinad,$$,1481,Family-style,4.6,"Prawn Masala, Fish Fry, Pepper Chicken, Kola Urundai",No,Yes,Yes,0422-266151,"346, Main Road, PN Palayam, Coimbatore - 641094",8:00 AM to 12:00 AM,20,3679
1255,McDonald's Ice Cream Parlor,Sitra,Street Food,$,611,Quick Bite,3.6,"Kachori, Samosa, Vada Pav, Bhel Puri",Yes,Yes,Yes,0422-297593,"261, Main Road, Sitra, Coimbatore - 641056",10:00 AM to 11:00 PM,13,51
1256,Sri Sabareesh Bhavan,Karumathampatti,Andhra,$$$$,4379,Traditional,4.2,"Andhra Chicken Curry, Pulihora, Gongura Mutton",No,Yes,Yes,0422-236170,"942, Main Road, Karumathampatti, Coimbatore - 641080",11:00 AM to 12:00 AM,19,4732
1257,Buhari Hotel Fast Food,Gandhipuram,South Indian,$$,894,Family-style,4.8,"Vada, Bisi Bele Bath, Pongal, Filter Coffee",Yes,Yes,No,0422-242558,"178, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641072",11:00 AM to 10:00 PM,20,2510
1258,Haribhavanam Sweet Shop,Thudiyalur,South Indian,$,694,Casual,3.9,"Filter Coffee, Idli Sambar, Bisi Bele Bath",Yes,Yes,No,0422-282862,"392, Main Road, Thudiyalur, Coimbatore - 641016",9:00 AM to 12:00 AM,2,2665
1259,Pizza Hut Bhavan,RS Puram,Italian,$,558,Casual,4.5,"Bruschetta, Risotto, Garlic Bread, Tiramisu",Yes,Yes,No,0422-244062,"488, Near Race Course, RS Puram, Coimbatore - 641083",7:00 AM to 12:00 AM,13,2200
1260,Buhari Hotel Bhavan,Singanallur,South Indian,$$,1467,Family-style,4.5,"Kesari Bath, Filter Coffee",Yes,Yes,Yes,0422-231760,"74, Main Road, Singanallur, Coimbatore - 641044",10:00 AM to 11:00 PM,22,4768
1261,Kumarakom Dhaba,Saibaba Colony,South Indian,$$,1431,Traditional,3.8,"Masala Dosa, Uttapam, Idli Sambar, Pongal",Yes,Yes,Yes,0422-230603,"702, Near PSG Tech, Saibaba Colony, Coimbatore - 641057",8:00 AM to 12:00 AM,28,752
1262,Dindigul Thalappakatti Bakery,Gandhipuram,South Indian,$,311,Casual,4.3,"Idli Sambar, Uttapam, Vada, Filter Coffee",Yes,Yes,Yes,0422-298350,"562, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641071",11:00 AM to 12:00 AM,5,200
1263,KFC Kitchen,Sitra,North Indian,$,538,Family-style,2.9,"Chole Bhature, Butter Chicken",No,Yes,No,0422-286520,"369, Main Road, Sitra, Coimbatore - 641023",7:00 AM to 11:00 PM,28,3216
1264,Anjappar Sweet Shop,Saravanampatti,South Indian,$$,1312,Modern,3.8,"Bisi Bele Bath, Idli Sambar, Kesari Bath, Filter Coffee",Yes,Yes,No,0422-269391,"342, Near KMCH Hospital, Saravanampatti, Coimbatore - 641072",10:00 AM to 12:00 AM,6,200
1265,Domino's Fast Food,Peelamedu,North Indian,$$$,2373,Casual,4.3,"Chole Bhature, Biryani, Butter Chicken, Tandoori Chicken",Yes,Yes,No,0422-295668,"534, Opposite CIT College, Peelamedu, Coimbatore - 641096",11:00 AM to 12:00 AM,22,1913
1266,Taco Bell Sweet Shop,Ukkadam,Chinese,$$,941,Family-style,3.7,"Schezwan Fried Rice, Hot & Sour Soup",Yes,Yes,No,0422-290247,"723, Main Road, Ukkadam, Coimbatore - 641077",8:00 AM to 11:00 PM,30,1239
1267,Sree Annapoorna,Ukkadam,Kerala,$$,1544,Casual,4.9,"Appam Stew, Malabar Parotta, Beef Fry, Fish Curry",Yes,Yes,Yes,0422-239760,"454, Main Road, Ukkadam, Coimbatore - 641091",9:00 AM to 10:00 PM,25,1589
1268,Mughal Darbar Fast Food,RS Puram,South Indian,$$$,1853,Casual,3.9,"Vada, Bisi Bele Bath, Idli Sambar, Rava Dosa",Yes,Yes,Yes,0422-279260,"730, Opposite PSG College, RS Puram, Coimbatore - 641093",9:00 AM to 10:00 PM,28,3224
1269,Annapoorna,Gandhipuram,Chinese,$$,1027,Traditional,4.1,"Chilli Chicken, Schezwan Fried Rice",Yes,Yes,No,0422-257577,"502, Near Brookefields Mall, Gandhipuram, Coimbatore - 641098",9:00 AM to 11:00 PM,29,2071
1270,Cascade Sweet Shop,Avinashi Road,Chinese,$,533,Traditional,4.3,"Hakka Noodles, Chilli Chicken, American Chopsuey, Schezwan Fried Rice",No,Yes,Yes,0422-251853,"753, Main Road, Avinashi Road, Coimbatore - 641015",11:00 AM to 11:00 PM,17,453
1271,Subway Barbecue,Saravanampatti,South Indian,$,724,Family-style,4.8,"Masala Dosa, Pongal, Vada",No,Yes,No,0422-276735,"560, Near Kovai Medical Center, Saravanampatti, Coimbatore - 641027",10:00 AM to 11:00 PM,11,3743
1272,Barbeque Nation Barbecue,Singanallur,South Indian,$,358,Traditional,3.6,"Pongal, Idli Sambar, Masala Dosa",Yes,Yes,Yes,0422-295272,"811, Main Road, Singanallur, Coimbatore - 641075",11:00 AM to 10:00 PM,13,4558
1273,Sree Gowri Shankar Bhavan,Avinashi Road,North Indian,$,664,Casual,4.7,"Naan, Rogan Josh",Yes,Yes,Yes,0422-237851,"642, Main Road, Avinashi Road, Coimbatore - 641033",7:00 AM to 10:00 PM,7,78
1274,Rathna Cafe Restaurant,RS Puram,Chettinad,$$$,2729,Family-style,4.5,"Karaikudi Mutton, Kola Urundai, Pepper Chicken",No,Yes,No,0422-271741,"635, Opposite PSG College, RS Puram, Coimbatore - 641090",11:00 AM to 10:00 PM,2,1564
1275,AB's Absolute Barbecues,Saibaba Colony,South Indian,$,355,Family-style,3.8,"Uttapam, Rava Dosa, Masala Dosa, Filter Coffee",No,Yes,Yes,0422-290638,"610, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641083",11:00 AM to 10:00 PM,15,4792
1276,McDonald's Ice Cream Parlor,Gandhipuram,North Indian,$$$,2927,Casual,4.7,"Rogan Josh, Tandoori Chicken",Yes,Yes,Yes,0422-243150,"424, Near Brookefields Mall, Gandhipuram, Coimbatore - 641077",8:00 AM to 12:00 AM,7,526
1277,Geetha Canteen Darbar,Avinashi Road,South Indian,$$,1065,Family-style,4.3,"Uttapam, Filter Coffee, Bisi Bele Bath, Pongal",Yes,Yes,No,0422-273745,"509, Main Road, Avinashi Road, Coimbatore - 641076",10:00 AM to 11:00 PM,26,1523
1278,Haribhavanam,RS Puram,Multi-Cuisine,$,707,Casual,4.1,"Biryani, Dessert Platter",Yes,Yes,Yes,0422-254269,"342, Near Race Course, RS Puram, Coimbatore - 641054",11:00 AM to 12:00 AM,7,142
1279,Sree Annapoorna,Saibaba Colony,Kerala,$$,1502,Casual,4.2,"Kerala Sadya, Beef Fry, Appam Stew, Kappa & Meen Curry",Yes,Yes,Yes,0422-223020,"339, Near PSG Tech, Saibaba Colony, Coimbatore - 641053",10:00 AM to 11:00 PM,26,341
1280,Taste of Kerala Sweet Shop,Singanallur,Kerala,$$,1106,Family-style,4.0,"Fish Curry, Appam Stew, Kerala Sadya",Yes,Yes,No,0422-275680,"702, Main Road, Singanallur, Coimbatore - 641052",9:00 AM to 10:00 PM,5,2347
1281,Taste of Kerala Kitchen,Peelamedu,Bakery & Cafe,$,700,Modern,4.2,"Croissant, Cappuccino, Tea",Yes,Yes,No,0422-254246,"509, Near Airport, Peelamedu, Coimbatore - 641040",9:00 AM to 11:00 PM,27,2529
1282,Barbeque Nation,Peelamedu,South Indian,$,559,Casual,4.5,"Idli Sambar, Kesari Bath",Yes,Yes,No,0422-263369,"895, Near Hope College, Peelamedu, Coimbatore - 641077",9:00 AM to 11:00 PM,5,854
1283,Buhari Hotel Dhaba,Ramanathapuram,Fast Food,$$,918,Quick Bite,4.8,"Nuggets, Fried Chicken, Wrap",Yes,Yes,Yes,0422-211413,"342, Main Road, Ramanathapuram, Coimbatore - 641069",7:00 AM to 10:00 PM,17,2609
1284,AB's Absolute Barbecues Sweet Shop,Avinashi Road,South Indian,$,525,Family-style,3.7,"Uttapam, Rava Dosa, Filter Coffee",Yes,Yes,No,0422-281650,"574, Main Road, Avinashi Road, Coimbatore - 641075",7:00 AM to 10:00 PM,18,2919
1285,Subway Family Restaurant,Peelamedu,Chettinad,$,325,Casual,5.0,"Prawn Masala, Fish Fry, Pepper Chicken",Yes,Yes,No,0422-207051,"437, Near Airport, Peelamedu, Coimbatore - 641060",8:00 AM to 12:00 AM,20,4905
1286,Kumarakom Bakery,Saibaba Colony,Kerala,$$,1628,Family-style,3.4,"Fish Curry, Kappa & Meen Curry",Yes,Yes,Yes,0422-217274,"833, Near PSG Tech, Saibaba Colony, Coimbatore - 641099",10:00 AM to 10:00 PM,15,2592
1287,Pizza Hut Family Restaurant,Avinashi Road,Andhra,$,658,Modern,4.1,"Pulihora, Pesarattu, Royyala Iguru, Andhra Chicken Curry",Yes,Yes,Yes,0422-263898,"31, Main Road, Avinashi Road, Coimbatore - 641018",10:00 AM to 10:00 PM,12,3971
1288,Royal Darbar Bhavan,RS Puram,Chinese,$$$,3130,Casual,4.7,"Manchurian, Spring Rolls, Chilli Chicken",Yes,Yes,Yes,0422-231270,"250, Near DB Road, RS Puram, Coimbatore - 641080",8:00 AM to 11:00 PM,13,591
1289,Noodle Bar Sweet Shop,Thudiyalur,North Indian,$$,1485,Casual,4.3,"Naan, Dal Makhani",Yes,Yes,Yes,0422-277616,"611, Main Road, Thudiyalur, Coimbatore - 641069",9:00 AM to 12:00 AM,4,3697
1290,Sree Annapoorna,Gopalapuram,South Indian,$$,1476,Casual,4.0,"Filter Coffee, Rava Dosa, Vada, Kesari Bath",Yes,Yes,Yes,0422-298957,"652, Main Road, Gopalapuram, Coimbatore - 641010",8:00 AM to 12:00 AM,5,3760
1291,Barbeque Nation Dhaba,Saravanampatti,Italian,$$,1111,Modern,4.1,"Garlic Bread, Carbonara, Tiramisu",Yes,Yes,Yes,0422-211703,"9, Near Kovai Medical Center, Saravanampatti, Coimbatore - 641088",11:00 AM to 11:00 PM,28,1094
1292,Haribhavanam Restaurant,Gandhipuram,Bakery & Cafe,$$$,1863,Cafe-style,4.3,"Cappuccino, Pastry, Tea",Yes,Yes,Yes,0422-250173,"391, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641065",11:00 AM to 10:00 PM,22,1470
1293,The French Door Grill,RS Puram,Chinese,$$,1463,Casual,4.1,"Spring Rolls, Manchurian, Hakka Noodles, Hot & Sour Soup",Yes,Yes,Yes,0422-217796,"141, Near Race Course, RS Puram, Coimbatore - 641092",10:00 AM to 11:00 PM,29,3537
1294,Mohan's Biryani Juice Center,Singanallur,Chettinad,$,303,Family-style,4.5,"Pepper Chicken, Prawn Masala",Yes,Yes,Yes,0422-253849,"949, Main Road, Singanallur, Coimbatore - 641079",11:00 AM to 11:00 PM,2,360
1295,A2B,Avinashi Road,Chettinad,$$$$,6574,Traditional,4.5,"Karaikudi Mutton, Prawn Masala",Yes,No,Yes,0422-211592,"252, Main Road, Avinashi Road, Coimbatore - 641070",7:00 AM to 12:00 AM,21,4467
1296,Geetha Canteen,Peelamedu,Fast Food,$,562,Food Court,3.9,"Hot Dog, Sandwich",Yes,Yes,Yes,0422-238616,"172, Opposite CIT College, Peelamedu, Coimbatore - 641014",11:00 AM to 12:00 AM,10,4667
1297,Sree Gowri Shankar Hotel,Saibaba Colony,North Indian,$$$,1968,Casual,4.8,"Butter Chicken, Naan, Biryani",No,Yes,No,0422-280713,"282, Near Coimbatore Institute of Technology, Saibaba Colony, Coimbatore - 641042",7:00 AM to 12:00 AM,4,4996
1298,A2B,Saibaba Colony,South Indian,$$,1296,Casual,4.3,"Uttapam, Vada",Yes,Yes,Yes,0422-219014,"957, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641029",10:00 AM to 11:00 PM,25,3188
1299,AB's Absolute Barbecues Ice Cream Parlor,Saravanampatti,South Indian,$,537,Casual,4.5,"Idli Sambar, Masala Dosa, Bisi Bele Bath",Yes,Yes,Yes,0422-269798,"389, Near Karunya University, Saravanampatti, Coimbatore - 641097",10:00 AM to 11:00 PM,9,1239
1300,Barbeque Nation,Saravanampatti,Italian,$$,899,Modern,4.5,"Tiramisu, Garlic Bread, Carbonara, Pizza Margherita",Yes,Yes,Yes,0422-285467,"344, Near KMCH Hospital, Saravanampatti, Coimbatore - 641044",9:00 AM to 10:00 PM,9,4835
1301,The Eatery Dhaba,Avinashi Road,Chinese,$$,1488,Casual,3.9,"Spring Rolls, American Chopsuey, Chilli Chicken, Hakka Noodles",No,Yes,Yes,0422-289849,"457, Main Road, Avinashi Road, Coimbatore - 641054",8:00 AM to 12:00 AM,10,2113
1302,Dindigul Thalappakatti,Gandhipuram,South Indian,$$$,1976,Traditional,4.3,"Idli Sambar, Bisi Bele Bath",No,Yes,Yes,0422-274195,"918, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641024",8:00 AM to 11:00 PM,10,3875
1303,Burger King Grill,Gandhipuram,Kerala,$$$,3398,Casual,4.8,"Kappa & Meen Curry, Beef Fry, Fish Curry, Malabar Parotta",Yes,Yes,Yes,0422-207872,"979, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641043",8:00 AM to 11:00 PM,3,4078
1304,Namma Veedu Darbar,RS Puram,Seafood,$$,1734,Family-style,4.5,"Lobster Thermidor, Butter Garlic Prawns, Prawn Masala, Fish Curry",Yes,No,No,0422-295360,"796, Opposite PSG College, RS Puram, Coimbatore - 641067",7:00 AM to 11:00 PM,5,57
1305,Copper Chimney,Saibaba Colony,Street Food,$$,1762,Takeaway Only,4.2,"Kothu Parotta, Sundal, Vada Pav",Yes,Yes,Yes,0422-209188,"232, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641010",10:00 AM to 12:00 AM,27,3999
1306,Saravana Bhavan Bakery,Ukkadam,South Indian,$$,882,Traditional,4.2,"Idli Sambar, Rava Dosa, Uttapam, Pongal",Yes,Yes,No,0422-272676,"41, Main Road, Ukkadam, Coimbatore - 641059",8:00 AM to 11:00 PM,23,3245
1307,Geetha Canteen Barbecue,Saibaba Colony,Vegetarian,$$$,1851,Traditional,4.9,"Veg Thali, Paneer Tikka",Yes,Yes,No,0422-270851,"316, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641073",11:00 AM to 11:00 PM,1,353
1308,Black Pearl Mess,Peelamedu,North Indian,$,679,Family-style,4.0,"Tandoori Chicken, Dal Makhani, Chole Bhature, Paneer Butter Masala",Yes,No,No,0422-285699,"483, Near Airport, Peelamedu, Coimbatore - 641089",7:00 AM to 10:00 PM,23,1119
1309,Anjappar Barbecue,Saibaba Colony,South Indian,$$$,3018,Traditional,4.6,"Idli Sambar, Bisi Bele Bath, Masala Dosa, Vada",Yes,Yes,Yes,0422-296721,"412, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641051",7:00 AM to 12:00 AM,19,4521
1310,Junior Kuppanna Kitchen,Vadavalli,South Indian,$,687,Family-style,4.1,"Uttapam, Pongal",Yes,Yes,Yes,0422-276282,"42, Main Road, Vadavalli, Coimbatore - 641027",7:00 AM to 12:00 AM,20,3131
1311,Annapoorna Restaurant,Gandhipuram,Biryani,$$,1407,Traditional,4.2,"Hyderabadi Biryani, Ambur Biryani",Yes,Yes,Yes,0422-290748,"212, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641028",9:00 AM to 12:00 AM,15,3425
1312,Royal Darbar Kitchen,RS Puram,South Indian,$$$,1809,Family-style,4.9,"Idli Sambar, Uttapam, Pongal, Vada",No,Yes,Yes,0422-281123,"884, Opposite PSG College, RS Puram, Coimbatore - 641079",11:00 AM to 10:00 PM,15,1754
1313,The Eatery Darbar,RS Puram,North Indian,$$,1460,Casual,4.6,"Butter Chicken, Tandoori Chicken",Yes,Yes,Yes,0422-299406,"45, Opposite PSG College, RS Puram, Coimbatore - 641023",7:00 AM to 12:00 AM,6,1344
1314,Pizza Hut,Singanallur,Biryani,$,514,Casual,4.5,"Veg Biryani, Ambur Biryani, Prawn Biryani",Yes,Yes,Yes,0422-242746,"234, Main Road, Singanallur, Coimbatore - 641022",8:00 AM to 12:00 AM,14,1688
1315,Rathna Cafe Hotel,RS Puram,North Indian,$$$,2731,Casual,5.0,"Biryani, Chole Bhature",Yes,Yes,No,0422-247001,"208, Opposite PSG College, RS Puram, Coimbatore - 641052",8:00 AM to 10:00 PM,23,4708
1316,Kovai Biryani Center Grill,Gandhipuram,South Indian,$$,960,Traditional,4.3,"Vada, Uttapam, Kesari Bath",Yes,Yes,No,0422-272450,"89, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641062",11:00 AM to 11:00 PM,28,1823
1317,Copper Chimney,Vadavalli,Chettinad,$$,1244,Family-style,4.5,"Karaikudi Mutton, Fish Fry",Yes,Yes,No,0422-275196,"920, Main Road, Vadavalli, Coimbatore - 641010",10:00 AM to 10:00 PM,2,3905
1318,Black Pearl Darbar,Singanallur,Biryani,$$$,2292,Casual,4.3,"Ambur Biryani, Chicken Biryani, Egg Biryani, Veg Biryani",Yes,Yes,Yes,0422-228574,"136, Main Road, Singanallur, Coimbatore - 641055",9:00 AM to 10:00 PM,21,793
1319,A2B,Saibaba Colony,South Indian,$$$,3240,Family-style,4.5,"Masala Dosa, Kesari Bath, Vada, Idli Sambar",Yes,Yes,Yes,0422-283021,"882, Near PSG Tech, Saibaba Colony, Coimbatore - 641090",7:00 AM to 11:00 PM,29,2777
1320,Mughal Darbar Dhaba,Peelamedu,Italian,$$$,1912,Family-style,4.3,"Tiramisu, Carbonara",Yes,Yes,No,0422-250194,"477, Opposite CIT College, Peelamedu, Coimbatore - 641089",7:00 AM to 11:00 PM,12,1485
1321,AB's Absolute Barbecues Bhavan,Avinashi Road,Kerala,$$$$,6158,Family-style,4.4,"Kerala Sadya, Appam Stew",Yes,Yes,Yes,0422-227498,"772, Main Road, Avinashi Road, Coimbatore - 641038",9:00 AM to 11:00 PM,29,2240
1322,Geetha Canteen,Saravanampatti,Italian,$,572,Family-style,4.4,"Pasta Alfredo, Risotto, Tiramisu",Yes,Yes,Yes,0422-288251,"829, Near Kovai Medical Center, Saravanampatti, Coimbatore - 641018",8:00 AM to 11:00 PM,3,706
1323,Arya Bhavan Mess,RS Puram,Chinese,$$,954,Traditional,4.0,"Spring Rolls, Schezwan Fried Rice",Yes,Yes,No,0422-289443,"955, Near DB Road, RS Puram, Coimbatore - 641026",10:00 AM to 11:00 PM,14,3686
1324,Annapoorna,Gandhipuram,Biryani,$$$,3120,Casual,5.0,"Ambur Biryani, Veg Biryani",Yes,Yes,Yes,0422-263720,"682, Near Brookefields Mall, Gandhipuram, Coimbatore - 641099",11:00 AM to 12:00 AM,15,3801
1325,Sri Krishna Sweets Fast Food,Gandhipuram,North Indian,$$,951,Casual,3.9,"Chole Bhature, Rogan Josh, Butter Chicken",Yes,Yes,Yes,0422-293298,"293, Near Brookefields Mall, Gandhipuram, Coimbatore - 641033",8:00 AM to 12:00 AM,23,1307
1326,Sree Gowri Shankar Bhavan,Gandhipuram,South Indian,$$,1524,Casual,3.8,"Pongal, Vada, Uttapam",Yes,Yes,Yes,0422-270761,"547, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641048",7:00 AM to 10:00 PM,13,4141
1327,Dindigul Thalappakatti Restaurant,PN Palayam,Biryani,$$$$,4687,Modern,4.9,"Veg Biryani, Prawn Biryani, Hyderabadi Biryani, Egg Biryani",Yes,Yes,Yes,0422-274086,"747, Main Road, PN Palayam, Coimbatore - 641066",9:00 AM to 12:00 AM,4,3973
1328,Taco Bell Restaurant,Gandhipuram,Vegetarian,$$,894,Casual,4.6,"Mushroom Masala, Vegetable Biryani",Yes,Yes,Yes,0422-236428,"24, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641020",11:00 AM to 11:00 PM,22,765
1329,Royal Darbar Hotel,Saravanampatti,Seafood,$$$,2557,Casual,4.6,"Butter Garlic Prawns, Prawn Masala, Lobster Thermidor",No,Yes,Yes,0422-258402,"90, Near Kovai Medical Center, Saravanampatti, Coimbatore - 641037",10:00 AM to 12:00 AM,14,3674
1330,Noodle Bar Grill,Thudiyalur,North Indian,$,543,Modern,4.5,"Paneer Butter Masala, Tandoori Chicken, Rogan Josh, Naan",Yes,Yes,Yes,0422-277421,"775, Main Road, Thudiyalur, Coimbatore - 641058",7:00 AM to 10:00 PM,14,2289
1331,Buhari Hotel Dhaba,Ukkadam,Chinese,$,321,Traditional,4.2,"Chilli Chicken, American Chopsuey, Schezwan Fried Rice",Yes,Yes,Yes,0422-296974,"475, Main Road, Ukkadam, Coimbatore - 641038",7:00 AM to 10:00 PM,5,2201
1332,A2B Bakery,Saibaba Colony,North Indian,$$,1583,Casual,3.8,"Biryani, Butter Chicken, Rogan Josh",Yes,No,Yes,0422-276161,"580, Near Coimbatore Institute of Technology, Saibaba Colony, Coimbatore - 641065",9:00 AM to 12:00 AM,22,3949
1333,Sree Gowri Shankar Restaurant,Thudiyalur,Seafood,$$$,2099,Casual,4.4,"Fish & Chips, Fish Curry",Yes,Yes,No,0422-235739,"370, Main Road, Thudiyalur, Coimbatore - 641063",9:00 AM to 10:00 PM,10,2439
1334,Shree Sivananda Kitchen,Ramanathapuram,Italian,$$$,3493,Traditional,4.1,"Lasagna, Garlic Bread, Carbonara, Tiramisu",Yes,Yes,Yes,0422-247516,"99, Main Road, Ramanathapuram, Coimbatore - 641078",11:00 AM to 11:00 PM,27,1227
1335,Rathna Cafe Grill,Ukkadam,South Indian,$,379,Family-style,4.6,"Idli Sambar, Vada",Yes,Yes,Yes,0422-290394,"852, Main Road, Ukkadam, Coimbatore - 641077",11:00 AM to 12:00 AM,18,983
1336,Junior Kuppanna,Sitra,Chinese,$$$,2542,Casual,4.3,"Hot & Sour Soup, Spring Rolls, American Chopsuey",Yes,Yes,Yes,0422-244832,"177, Main Road, Sitra, Coimbatore - 641048",7:00 AM to 12:00 AM,27,1021
