user_id,age,occupation,food_preference,budget_range,location_area,time_of_day,mood_craving,occasion,health_preference,cuisine_type,dish_name,spice_level,price_category,ambience,restaurant_rating,user_rating
1192,54,professional,non-vegetarian,mid-range,Avinashi Road,night,comfort,casual,low-carb,Kerala,Malabar Parotta,High,$$,Traditional,3.8,4.1
1193,33,professional,eggitarian,mid-range,Singanallur,morning,adventurous,friends,high-protein,Chettinad,Karaikudi Mutton,High,$,Family-style,4.2,4.5
1194,46,other,vegetarian,mid-range,RS Puram,evening,healthy,business,low-carb,South Indian,Idli Sambar,Medium,$$,Casual,4.4,4.9
1195,21,professional,vegan,premium,Peelamedu,afternoon,quick,anniversary,balanced,South Indian,Rava Dosa,High,$$$$,Traditional,4.5,5.0
1196,31,business,non-vegetarian,premium,Sitra,night,healthy,business,balanced,North Indian,Butter Chicken,High,$$$,Modern,4.1,4.9
1197,34,professional,non-vegetarian,budget-friendly,Saibaba Colony,morning,quick,friends,low-carb,South Indian,Pongal,Medium,$$,Family-style,4.2,4.2
1198,26,student,vegetarian,budget-friendly,Avinashi Road,night,quick,solo,high-protein,Kerala,Appam Stew,Low,$,Traditional,4.0,4.0
1199,37,student,vegetarian,budget-friendly,Saibaba Colony,afternoon,quick,friends,balanced,Bakery,Cookies,Medium,$,Cozy,4.4,4.7
1200,31,professional,vegetarian,mid-range,Gandhipuram,afternoon,study,family,balanced,Kerala,Beef Fry,Medium,$$,Family-style,5.0,5.0
1201,35,professional,vegetarian,mid-range,Avinashi Road,evening,comfort,business,high-protein,Kerala,Malabar Parotta,Medium,$$,Luxury,4.4,4.3
1202,29,other,eggitarian,premium,Singanallur,night,study,casual,regular,South Indian,Vada,Medium,$$,Luxury,4.7,4.9
1203,28,service,non-vegetarian,premium,Saibaba Colony,morning,celebration,business,low-carb,Andhra,Gongura Mutton,High,$$$$,Modern,4.1,4.4
1204,32,student,non-vegetarian,premium,Avinashi Road,evening,healthy,date-night,high-protein,South Indian,Pongal,Medium,$$$$,Romantic,4.8,5.0
1205,30,professional,non-vegetarian,premium,Saibaba Colony,afternoon,quick,friends,low-carb,Italian,Pizza,Low,$$$$,Modern,4.3,4.5
1206,29,professional,non-vegetarian,budget-friendly,Ukkadam,morning,romantic,family,regular,Street Food,Egg Puffs,Low,$,Casual,4.2,4.2
1207,20,professional,non-vegetarian,mid-range,Sitra,evening,healthy,casual,high-protein,Andhra,Royyala Iguru,High,$$,Traditional,4.7,4.7
1208,28,other,vegetarian,budget-friendly,Vadavalli,morning,celebration,casual,balanced,South Indian,Masala Dosa,High,$,Modern,4.9,5.0
1209,22,professional,vegetarian,mid-range,Vadavalli,morning,celebration,casual,high-protein,Cafe,Filter Coffee,High,$$,Casual,4.8,5.0
1210,18,student,vegetarian,mid-range,Kovaipudur,evening,quick,solo,high-protein,Chinese,Manchurian,Low,$$,Luxury,4.6,4.8
1211,28,student,non-vegetarian,mid-range,Avinashi Road,evening,healthy,family,low-carb,South Indian,Masala Dosa,Medium,$$,Family-style,4.8,5.0
1212,19,service,non-vegetarian,premium,Singanallur,morning,quick,family,regular,Andhra,Pulihora,Medium,$$$$,Traditional,4.4,4.7
1213,24,professional,eggitarian,mid-range,Peelamedu,afternoon,quick,casual,high-protein,North Indian,Naan,High,$$,Romantic,4.6,4.8
1214,30,student,non-vegetarian,budget-friendly,Saibaba Colony,night,adventurous,date-night,regular,Italian,Lasagna,Low,$$$,Luxury,4.9,4.4
1215,32,other,vegetarian,premium,Singanallur,evening,study,date-night,regular,Chinese,Hakka Noodles,Medium,$$$,Modern,4.1,4.3
1216,32,professional,non-vegetarian,mid-range,Avinashi Road,midnight,comfort,birthday,balanced,Chettinad,Chicken Chettinad,High,$$,Romantic,4.6,4.7
1217,18,business,eggitarian,mid-range,Peelamedu,evening,romantic,date-night,balanced,South Indian,Masala Dosa,Low,$$,Romantic,4.1,4.7
1218,39,student,vegetarian,budget-friendly,Kovaipudur,night,comfort,casual,regular,South Indian,Filter Coffee,High,$$,Casual,4.3,4.1
1219,38,professional,vegan,premium,Peelamedu,midnight,healthy,family,balanced,Street Food,Kothu Parotta,Low,$$$,Family-style,3.8,4.4
1220,28,student,vegetarian,budget-friendly,Vadavalli,morning,healthy,friends,balanced,Andhra,Gongura Mutton,High,$,Traditional,3.9,4.0
1221,49,business,vegetarian,premium,Avinashi Road,night,romantic,solo,regular,North Indian,Butter Chicken,High,$$$,Family-style,3.7,4.1
1222,18,student,eggitarian,budget-friendly,Peelamedu,morning,quick,casual,regular,Chinese,Chilli Chicken,Medium,$$,Luxury,4.4,4.3
1223,35,professional,vegan,premium,Ukkadam,morning,healthy,friends,high-protein,South Indian,Uttapam,High,$$$$,Family-style,4.7,4.4
1224,47,student,non-vegetarian,mid-range,Sitra,afternoon,romantic,casual,balanced,North Indian,Butter Chicken,High,$,Luxury,4.6,4.6
1225,20,business,non-vegetarian,budget-friendly,Saravanampatti,night,adventurous,date-night,balanced,North Indian,Butter Chicken,High,$$,Romantic,4.6,4.7
1226,23,professional,non-vegetarian,budget-friendly,Vadavalli,evening,comfort,business,balanced,Street Food,Bhel Puri,Low,$,Modern,4.9,4.3
1227,25,other,non-vegetarian,premium,Vadavalli,evening,romantic,casual,high-protein,Chinese,Schezwan Fried Rice,Medium,$$$$,Modern,4.5,5.0
1228,25,other,non-vegetarian,premium,Sitra,night,healthy,casual,balanced,South Indian,Masala Dosa,Low,$$$,Family-style,5.0,5.0
1229,34,business,non-vegetarian,premium,Sitra,evening,study,casual,high-protein,Chinese,Manchurian,Medium,$$$$,Casual,4.4,4.6
1230,36,student,non-vegetarian,budget-friendly,Sitra,evening,study,family,high-protein,North Indian,Naan,Medium,$,Family-style,4.4,4.6
1231,29,professional,non-vegetarian,mid-range,Kovaipudur,night,celebration,family,balanced,North Indian,Butter Chicken,High,$$$,Casual,3.8,4.1
1232,24,student,non-vegetarian,budget-friendly,Vadavalli,afternoon,study,solo,high-protein,Chettinad,Chicken Chettinad,High,$,Romantic,4.1,3.9
1233,26,student,non-vegetarian,budget-friendly,Thudiyalur,afternoon,quick,casual,regular,Street Food,Bhel Puri,High,$$,Casual,4.2,3.9
1234,24,student,vegetarian,budget-friendly,Thudiyalur,midnight,romantic,casual,high-protein,South Indian,Pongal,Medium,$,Casual,4.4,4.5
1235,31,student,non-vegetarian,budget-friendly,Saibaba Colony,evening,study,casual,high-protein,Chinese,Schezwan Fried Rice,High,$$,Casual,5.0,5.0
1236,30,student,eggitarian,budget-friendly,Saibaba Colony,afternoon,adventurous,family,high-protein,South Indian,Rava Dosa,Medium,$,Family-style,3.9,4.3
1237,36,professional,vegetarian,mid-range,Avinashi Road,evening,romantic,friends,regular,South Indian,Idli Sambar,Medium,$$,Modern,3.7,4.4
1238,29,professional,eggitarian,mid-range,Saravanampatti,night,romantic,casual,low-carb,Italian,Garlic Bread,Medium,$$$$,Family-style,4.1,4.0
1239,26,business,eggitarian,premium,Thudiyalur,afternoon,study,date-night,low-carb,South Indian,Vada,Low,$$$,Luxury,3.9,4.4
1240,36,student,eggitarian,budget-friendly,Avinashi Road,afternoon,quick,casual,balanced,Kerala,Malabar Parotta,High,$,Romantic,4.5,4.7
1241,39,professional,vegetarian,premium,Peelamedu,night,study,friends,regular,Andhra,Andhra Chicken Curry,High,$$$,Romantic,4.9,5.0
1242,29,student,non-vegetarian,mid-range,Avinashi Road,evening,healthy,family,balanced,North Indian,Biryani,High,$$,Traditional,5.0,5.0
1243,21,student,non-vegetarian,budget-friendly,Vadavalli,afternoon,celebration,family,regular,South Indian,Rava Dosa,Medium,$,Traditional,3.8,4.0
1244,18,professional,vegetarian,mid-range,Saibaba Colony,afternoon,adventurous,business,balanced,North Indian,Butter Chicken,High,$$,Modern,5.0,5.0
1245,35,service,non-vegetarian,budget-friendly,Avinashi Road,morning,study,solo,high-protein,Chinese,Chilli Chicken,Medium,$$,Traditional,4.1,4.2
1246,32,professional,non-vegetarian,mid-range,Avinashi Road,afternoon,healthy,casual,regular,South Indian,Pongal,Low,$$,Luxury,4.5,4.8
1247,25,professional,vegan,premium,Singanallur,evening,adventurous,date-night,high-protein,South Indian,Pongal,Low,$$$,Luxury,4.2,3.9
1248,40,service,non-vegetarian,mid-range,Vadavalli,afternoon,romantic,family,balanced,North Indian,Naan,High,$$$,Family-style,4.1,4.6
1249,42,student,vegetarian,budget-friendly,Thudiyalur,morning,comfort,casual,balanced,North Indian,Chole Bhature,High,$,Traditional,4.3,4.4
1250,32,professional,non-vegetarian,premium,RS Puram,afternoon,healthy,casual,high-protein,Chinese,Schezwan Fried Rice,Low,$$$$,Modern,4.4,4.7
1251,43,other,non-vegetarian,mid-range,Thudiyalur,evening,study,casual,low-carb,Italian,Pasta,Medium,$$,Cozy,4.2,4.4
1252,48,professional,non-vegetarian,mid-range,Avinashi Road,morning,romantic,business,high-protein,Chettinad,Fish Fry,High,$$$,Modern,3.9,4.3
1253,22,professional,vegetarian,premium,Avinashi Road,night,study,date-night,balanced,North Indian,Butter Chicken,High,$$$$,Romantic,4.6,4.5
1254,23,professional,vegan,mid-range,RS Puram,midnight,adventurous,family,balanced,South Indian,Idli Sambar,Medium,$$$,Traditional,4.4,4.2
1255,39,professional,vegetarian,mid-range,Saibaba Colony,night,romantic,casual,regular,Chettinad,Pepper Chicken,Medium,$$,Romantic,4.3,4.5
1256,39,professional,non-vegetarian,premium,Kovaipudur,evening,celebration,casual,balanced,Bakery,Puff,High,$$$,Modern,3.4,3.8
1257,27,business,eggitarian,premium,Thudiyalur,evening,celebration,date-night,low-carb,Chettinad,Karaikudi Mutton,High,$$$$,Romantic,5.0,5.0
1258,38,student,non-vegetarian,mid-range,Saibaba Colony,night,romantic,business,low-carb,Chinese,Spring Rolls,Medium,$$,Modern,3.6,4.0
1259,27,professional,non-vegetarian,mid-range,Ukkadam,evening,adventurous,business,balanced,Chinese,Schezwan Fried Rice,High,$$,Luxury,4.7,5.0
1260,26,other,vegan,mid-range,Singanallur,evening,adventurous,casual,high-protein,South Indian,Pongal,High,$$,Traditional,4.8,5.0
1261,26,service,non-vegetarian,mid-range,RS Puram,evening,romantic,casual,regular,Kerala,Puttu Kadala,High,$$$,Romantic,4.1,4.4
1262,22,student,eggitarian,budget-friendly,RS Puram,evening,romantic,friends,regular,Cafe,Tea,High,$,Luxury,4.4,4.2
1263,18,other,eggitarian,budget-friendly,Sitra,evening,healthy,family,balanced,Italian,Pasta,High,$,Family-style,4.4,4.7
1264,21,professional,vegetarian,premium,Peelamedu,afternoon,romantic,date-night,balanced,South Indian,Vada,Low,$$$$,Romantic,4.1,4.5
1265,40,student,non-vegetarian,mid-range,Singanallur,night,romantic,casual,high-protein,South Indian,Uttapam,High,$$,Luxury,4.8,5.0
1266,33,professional,eggitarian,premium,Thudiyalur,afternoon,celebration,friends,balanced,Kerala,Malabar Parotta,Low,$$,Casual,4.3,4.4
1267,28,student,non-vegetarian,mid-range,Peelamedu,night,adventurous,date-night,balanced,South Indian,Idli Sambar,Medium,$$,Luxury,4.5,5.0
1268,34,service,eggitarian,premium,Ukkadam,evening,healthy,birthday,regular,Chinese,Chilli Chicken,High,$$$,Casual,4.5,4.8
1269,25,student,non-vegetarian,mid-range,Sitra,morning,celebration,casual,regular,Italian,Pasta,High,$$$,Romantic,3.8,4.1
1270,33,student,vegan,premium,Gandhipuram,morning,comfort,friends,high-protein,Cafe,Tea,High,$$$$,Romantic,4.0,4.3
1271,24,student,eggitarian,mid-range,Sitra,night,healthy,solo,balanced,North Indian,Biryani,Low,$$,Casual,4.2,4.0
1272,24,student,vegetarian,premium,Gandhipuram,evening,celebration,birthday,high-protein,South Indian,Pongal,High,$$$,Modern,4.2,4.3
1273,21,student,vegetarian,budget-friendly,Avinashi Road,evening,quick,casual,balanced,Chettinad,Karaikudi Mutton,Medium,$,Traditional,4.3,4.1
1274,32,service,vegetarian,mid-range,Gandhipuram,evening,adventurous,casual,balanced,South Indian,Filter Coffee,Medium,$$$,Modern,3.6,3.7
1275,27,professional,non-vegetarian,mid-range,RS Puram,afternoon,study,casual,balanced,Chinese,Hakka Noodles,High,$$,Modern,4.4,4.3
1276,28,professional,non-vegetarian,mid-range,Avinashi Road,evening,comfort,family,balanced,Street Food,Sundal,High,$$,Family-style,4.2,4.8
1277,28,service,vegan,mid-range,Kovaipudur,evening,romantic,family,high-protein,Italian,Pizza,High,$$$,Traditional,4.0,4.0
1278,26,service,non-vegetarian,mid-range,Saravanampatti,night,healthy,casual,regular,Andhra,Pulihora,High,$$,Casual,4.4,4.9
1279,23,professional,vegetarian,mid-range,Peelamedu,night,comfort,friends,balanced,Italian,Lasagna,Low,$$,Family-style,5.0,5.0
1280,39,professional,non-vegetarian,budget-friendly,Vadavalli,afternoon,study,casual,balanced,Chinese,Spring Rolls,Low,$,Traditional,4.5,4.5
1281,32,other,vegan,budget-friendly,Thudiyalur,evening,quick,date-night,low-carb,South Indian,Vada,Medium,$$,Romantic,4.4,4.6
1282,39,professional,non-vegetarian,premium,Avinashi Road,morning,adventurous,family,balanced,Italian,Lasagna,Medium,$$$$,Family-style,4.0,4.1
1283,34,service,eggitarian,premium,Singanallur,morning,celebration,casual,high-protein,South Indian,Uttapam,High,$$$,Casual,4.4,4.8
1284,35,student,vegetarian,budget-friendly,Vadavalli,evening,romantic,casual,high-protein,Chettinad,Chicken Chettinad,High,$$,Luxury,4.9,4.6
1285,19,business,non-vegetarian,budget-friendly,Peelamedu,afternoon,romantic,date-night,balanced,North Indian,Paneer Butter Masala,Medium,$,Luxury,5.0,5.0
1286,23,professional,non-vegetarian,mid-range,Singanallur,afternoon,romantic,solo,balanced,Chinese,Hakka Noodles,Medium,$$,Traditional,3.9,4.0
1287,18,business,vegetarian,mid-range,Peelamedu,morning,healthy,date-night,balanced,North Indian,Chole Bhature,High,$$$,Romantic,4.6,4.8
1288,30,student,eggitarian,budget-friendly,RS Puram,evening,healthy,casual,high-protein,Italian,Pizza,Medium,$$,Modern,3.8,3.6
1289,23,student,vegetarian,mid-range,Avinashi Road,evening,romantic,date-night,regular,South Indian,Uttapam,High,$$,Luxury,4.8,4.8
1290,21,student,vegetarian,budget-friendly,Avinashi Road,night,adventurous,casual,low-carb,Chinese,Hakka Noodles,Medium,$,Traditional,4.1,4.3
1291,18,professional,vegetarian,budget-friendly,Singanallur,evening,romantic,solo,balanced,Street Food,Bhel Puri,High,$$,Cozy,4.4,4.8
1292,33,professional,vegetarian,budget-friendly,Avinashi Road,night,comfort,friends,balanced,Chinese,Manchurian,Medium,$,Romantic,4.4,4.4
1293,22,business,vegetarian,mid-range,Kovaipudur,night,celebration,casual,regular,Street Food,Pani Puri,High,$$,Modern,4.1,4.0
1294,22,student,vegetarian,budget-friendly,RS Puram,evening,celebration,casual,regular,Chinese,Manchurian,Low,$$,Cozy,4.6,4.8
1295,31,student,eggitarian,mid-range,Saravanampatti,morning,adventurous,casual,high-protein,South Indian,Filter Coffee,Medium,$$,Traditional,4.8,5.0
1296,23,service,vegan,premium,RS Puram,evening,comfort,casual,balanced,South Indian,Idli Sambar,Low,$$$$,Luxury,3.8,4.2
1297,43,student,non-vegetarian,budget-friendly,Singanallur,morning,celebration,family,regular,Chinese,Spring Rolls,High,$,Family-style,4.4,4.4
1298,29,student,non-vegetarian,budget-friendly,Singanallur,afternoon,quick,friends,regular,Italian,Pizza,Low,$$,Modern,4.5,4.5
1299,32,business,non-vegetarian,mid-range,Sitra,afternoon,adventurous,casual,balanced,Chinese,Schezwan Fried Rice,Low,$$$,Romantic,4.1,4.0
1300,42,student,vegetarian,premium,Thudiyalur,afternoon,celebration,casual,regular,South Indian,Vada,High,$$$,Modern,4.4,4.5
1301,20,student,vegetarian,budget-friendly,RS Puram,evening,celebration,casual,high-protein,Kerala,Appam Stew,High,$$,Modern,4.8,4.9
1302,18,other,vegetarian,mid-range,Sitra,afternoon,adventurous,family,balanced,Kerala,Malabar Parotta,Medium,$$,Family-style,3.9,4.6
1303,22,student,non-vegetarian,mid-range,Gandhipuram,night,comfort,date-night,low-carb,South Indian,Idli Sambar,High,$$$,Modern,4.2,3.9
1304,18,student,vegetarian,mid-range,Kovaipudur,afternoon,study,date-night,regular,Street Food,Sundal,Medium,$$,Romantic,4.1,4.6
1305,30,student,non-vegetarian,budget-friendly,Vadavalli,morning,comfort,family,high-protein,South Indian,Filter Coffee,High,$,Casual,4.3,4.4
1306,20,student,vegetarian,mid-range,Kovaipudur,afternoon,study,date-night,balanced,Chettinad,Karaikudi Mutton,High,$$$,Luxury,3.9,3.6
1307,21,professional,non-vegetarian,mid-range,Vadavalli,morning,comfort,casual,high-protein,Chinese,Manchurian,High,$$,Modern,3.7,3.9
1308,26,student,vegetarian,budget-friendly,Thudiyalur,afternoon,romantic,casual,balanced,South Indian,Vada,Medium,$,Romantic,4.0,4.3
1309,21,student,non-vegetarian,budget-friendly,Saravanampatti,afternoon,celebration,casual,high-protein,South Indian,Vada,Medium,$,Cozy,4.5,4.5
1310,41,student,non-vegetarian,budget-friendly,Avinashi Road,morning,comfort,friends,high-protein,North Indian,Biryani,High,$,Romantic,4.4,4.1
1311,19,student,vegetarian,mid-range,Saibaba Colony,night,adventurous,friends,balanced,Chinese,Chilli Chicken,Low,$,Cozy,4.5,5.0
1312,29,student,vegetarian,budget-friendly,RS Puram,evening,study,family,high-protein,Cafe,Sandwich,Medium,$,Family-style,3.1,3.6
1313,36,professional,non-vegetarian,budget-friendly,Ukkadam,afternoon,quick,casual,balanced,South Indian,Rava Dosa,High,$,Modern,3.9,3.7
1314,21,service,vegetarian,mid-range,Singanallur,afternoon,romantic,casual,regular,South Indian,Vada,High,$$,Luxury,4.6,5.0
1315,40,professional,non-vegetarian,mid-range,Thudiyalur,afternoon,comfort,friends,balanced,Bakery,Pastry,Low,$$,Casual,4.0,4.4
1316,36,student,non-vegetarian,budget-friendly,Ukkadam,evening,adventurous,solo,balanced,Chinese,Chilli Chicken,Low,$,Casual,4.4,4.1
1317,43,professional,vegetarian,mid-range,Saibaba Colony,evening,study,birthday,balanced,Kerala,Appam Stew,Low,$,Cozy,4.6,4.1
1318,31,student,eggitarian,premium,Thudiyalur,evening,quick,friends,regular,Italian,Lasagna,Low,$$$$,Casual,4.4,5.0
1319,42,student,vegan,budget-friendly,Peelamedu,night,celebration,casual,balanced,North Indian,Naan,Low,$$,Family-style,4.3,3.6
1320,33,professional,vegetarian,mid-range,Avinashi Road,night,romantic,casual,balanced,Chinese,Schezwan Fried Rice,Low,$,Luxury,4.2,4.6
1321,29,professional,non-vegetarian,premium,Gandhipuram,afternoon,healthy,casual,high-protein,South Indian,Pongal,High,$$$$,Family-style,4.3,4.7
1322,27,student,non-vegetarian,budget-friendly,Saravanampatti,evening,adventurous,friends,high-protein,Bakery,Pastry,Low,$$,Cozy,4.7,4.8
1323,19,professional,non-vegetarian,premium,Avinashi Road,night,comfort,date-night,low-carb,Italian,Pizza,Low,$$$$,Luxury,4.3,4.1
1324,22,student,non-vegetarian,budget-friendly,Kovaipudur,afternoon,celebration,casual,balanced,Street Food,Pani Puri,High,$$,Cozy,4.6,4.7
1325,31,student,vegetarian,budget-friendly,Saravanampatti,night,adventurous,family,balanced,North Indian,Chole Bhature,Medium,$$,Family-style,4.3,4.6
1326,22,other,non-vegetarian,budget-friendly,Gandhipuram,afternoon,celebration,casual,low-carb,Bakery,Pastry,Low,$$$,Casual,4.8,4.7
1327,29,professional,vegetarian,mid-range,Peelamedu,evening,study,friends,balanced,Chinese,Hakka Noodles,Medium,$$$,Modern,4.0,4.0
1328,20,student,eggitarian,mid-range,RS Puram,evening,romantic,anniversary,balanced,Italian,Pasta,Low,$$,Modern,4.3,4.5
1329,29,service,eggitarian,mid-range,Sitra,morning,adventurous,casual,balanced,South Indian,Uttapam,Low,$$,Cozy,4.1,4.5
1330,31,student,non-vegetarian,mid-range,Singanallur,afternoon,quick,casual,balanced,South Indian,Filter Coffee,Low,$$,Modern,3.9,4.2
1331,18,professional,non-vegetarian,budget-friendly,Avinashi Road,morning,healthy,friends,high-protein,Chettinad,Fish Fry,Medium,$$,Family-style,3.5,3.6
1332,30,student,vegetarian,mid-range,Saravanampatti,night,quick,casual,balanced,South Indian,Idli Sambar,Low,$$,Family-style,3.0,3.3
1333,21,student,non-vegetarian,budget-friendly,Thudiyalur,evening,romantic,solo,low-carb,Chinese,Manchurian,High,$$$,Luxury,4.0,3.6
1334,43,professional,vegetarian,mid-range,RS Puram,night,adventurous,casual,balanced,North Indian,Biryani,Low,$$$,Romantic,4.0,4.1
1335,37,professional,vegan,mid-range,Thudiyalur,night,adventurous,family,low-carb,Chinese,Hakka Noodles,Medium,$$$$,Traditional,3.8,3.9
1336,36,student,vegetarian,mid-range,Singanallur,evening,romantic,family,balanced,Italian,Garlic Bread,High,$$,Family-style,5.0,5.0
1337,22,student,non-vegetarian,budget-friendly,Vadavalli,night,celebration,birthday,regular,South Indian,Rava Dosa,Medium,$,Modern,4.0,4.1
1338,29,professional,eggitarian,mid-range,Saravanampatti,midnight,quick,casual,balanced,South Indian,Uttapam,Low,$$$,Modern,4.0,3.3
1339,38,student,non-vegetarian,budget-friendly,Ukkadam,evening,adventurous,solo,regular,Street Food,Sundal,Medium,$,Luxury,4.0,3.7
1340,35,student,vegetarian,mid-range,Thudiyalur,evening,quick,date-night,high-protein,North Indian,Biryani,Low,$$,Romantic,3.5,4.3
1341,33,student,non-vegetarian,budget-friendly,Ukkadam,morning,study,casual,low-carb,Italian,Pasta,High,$,Cozy,4.7,4.5
1342,44,professional,vegan,mid-range,Peelamedu,evening,celebration,birthday,low-carb,Chinese,Schezwan Fried Rice,Medium,$$$,Traditional,3.9,4.0
1343,28,student,vegan,budget-friendly,Saibaba Colony,evening,comfort,casual,high-protein,South Indian,Pongal,Medium,$,Cozy,4.0,4.1
1344,38,professional,non-vegetarian,premium,Avinashi Road,morning,romantic,family,balanced,South Indian,Filter Coffee,High,$$$$,Casual,3.4,3.7
1345,18,professional,non-vegetarian,mid-range,Saibaba Colony,afternoon,quick,family,high-protein,South Indian,Rava Dosa,Low,$$,Family-style,4.1,4.6
1346,23,professional,vegetarian,premium,Kovaipudur,afternoon,healthy,casual,high-protein,South Indian,Vada,Low,$$,Casual,4.3,4.2
1347,18,professional,non-vegetarian,mid-range,Saravanampatti,morning,celebration,date-night,balanced,Street Food,Sundal,Low,$$,Romantic,4.4,4.6
1348,20,student,vegetarian,mid-range,Ukkadam,afternoon,study,date-night,balanced,Chinese,Hakka Noodles,Medium,$$,Luxury,4.9,4.7
1349,34,student,vegetarian,budget-friendly,Avinashi Road,morning,comfort,friends,balanced,North Indian,Chole Bhature,Medium,$,Modern,4.5,4.3
1350,33,professional,vegetarian,mid-range,Gandhipuram,evening,romantic,casual,regular,North Indian,Paneer Butter Masala,Medium,$$,Modern,4.7,5.0
1351,18,business,non-vegetarian,premium,Kovaipudur,evening,healthy,family,regular,Cafe,Filter Coffee,Medium,$$$,Family-style,3.7,4.4
1352,18,other,vegetarian,premium,Avinashi Road,afternoon,study,date-night,balanced,Cafe,Burger,High,$$,Romantic,3.9,4.3
1353,25,student,vegetarian,budget-friendly,Ukkadam,morning,celebration,casual,regular,North Indian,Biryani,Medium,$$,Cozy,3.9,3.9
1354,22,professional,non-vegetarian,budget-friendly,RS Puram,evening,study,solo,regular,Chettinad,Karaikudi Mutton,High,$,Luxury,3.9,3.8
1355,31,professional,non-vegetarian,budget-friendly,Kovaipudur,evening,study,solo,balanced,Chettinad,Fish Fry,Low,$,Romantic,5.0,4.8
1356,22,other,vegetarian,mid-range,Kovaipudur,evening,romantic,casual,high-protein,Italian,Lasagna,Medium,$$,Luxury,4.7,4.9
1357,26,student,vegetarian,budget-friendly,Thudiyalur,morning,comfort,family,balanced,Andhra,Andhra Chicken Curry,High,$,Traditional,4.0,4.0
1358,38,professional,vegetarian,premium,Peelamedu,midnight,romantic,casual,balanced,South Indian,Rava Dosa,High,$$$$,Romantic,4.9,5.0
1359,29,business,non-vegetarian,premium,Peelamedu,evening,romantic,friends,regular,Andhra,Andhra Chicken Curry,High,$$$,Modern,5.0,5.0
1360,21,professional,vegetarian,mid-range,RS Puram,morning,study,casual,regular,South Indian,Rava Dosa,High,$$,Cozy,4.1,4.3
1361,30,business,non-vegetarian,mid-range,RS Puram,night,quick,casual,balanced,South Indian,Idli Sambar,Medium,$$,Cozy,3.2,3.6
1362,28,professional,vegetarian,premium,Singanallur,afternoon,comfort,casual,low-carb,Chinese,Hakka Noodles,Medium,$$$,Romantic,4.7,4.8
1363,32,service,non-vegetarian,budget-friendly,Gandhipuram,morning,adventurous,casual,balanced,Andhra,Pulihora,High,$$,Romantic,4.6,4.5
1364,36,professional,eggitarian,budget-friendly,Saibaba Colony,evening,healthy,family,balanced,Chettinad,Pepper Chicken,High,$$,Casual,3.5,3.3
1365,34,business,vegetarian,budget-friendly,Thudiyalur,afternoon,quick,casual,high-protein,Bakery,Cookies,Low,$$,Cozy,4.6,4.4
1366,34,student,non-vegetarian,mid-range,Saravanampatti,evening,healthy,friends,regular,Street Food,Pani Puri,Medium,$,Casual,3.7,3.6
1367,40,other,non-vegetarian,mid-range,Vadavalli,evening,study,casual,low-carb,Kerala,Beef Fry,Low,$$$,Family-style,4.4,4.3
1368,18,service,vegetarian,premium,Kovaipudur,morning,healthy,casual,balanced,South Indian,Vada,High,$$$,Family-style,4.1,4.2
1369,27,student,non-vegetarian,budget-friendly,Saravanampatti,midnight,healthy,friends,low-carb,Chinese,Schezwan Fried Rice,High,$,Cozy,4.8,4.5
1370,20,student,vegetarian,mid-range,Singanallur,morning,quick,friends,balanced,South Indian,Pongal,Low,$$,Cozy,4.7,4.8
1371,29,service,vegetarian,budget-friendly,Gandhipuram,night,study,family,balanced,Chettinad,Fish Fry,High,$$,Traditional,4.2,4.6
1372,41,student,non-vegetarian,mid-range,Singanallur,evening,romantic,date-night,low-carb,South Indian,Uttapam,Medium,$,Romantic,4.6,4.8
1373,27,student,eggitarian,premium,Saravanampatti,afternoon,comfort,casual,balanced,North Indian,Biryani,High,$$,Romantic,4.1,4.2
1374,27,business,vegetarian,premium,Vadavalli,evening,adventurous,family,high-protein,Chinese,Schezwan Fried Rice,High,$$$$,Traditional,4.4,5.0
1375,33,other,non-vegetarian,mid-range,Sitra,evening,adventurous,friends,balanced,South Indian,Vada,Medium,$$$$,Luxury,4.6,5.0
1376,29,professional,vegan,premium,Singanallur,morning,healthy,date-night,high-protein,North Indian,Biryani,Medium,$$$,Romantic,4.6,4.9
1377,26,professional,eggitarian,premium,Avinashi Road,afternoon,comfort,casual,balanced,Chinese,Manchurian,Medium,$$$,Modern,4.5,4.7
1378,18,service,vegetarian,budget-friendly,Vadavalli,morning,adventurous,birthday,balanced,Street Food,Sundal,Low,$,Romantic,4.1,4.0
1379,26,service,non-vegetarian,budget-friendly,Sitra,evening,adventurous,casual,regular,South Indian,Masala Dosa,Medium,$,Luxury,5.0,5.0
1380,26,professional,vegetarian,premium,Kovaipudur,morning,quick,date-night,low-carb,South Indian,Pongal,Low,$$$,Romantic,4.2,4.9
1381,25,professional,vegan,premium,Gandhipuram,afternoon,celebration,date-night,regular,North Indian,Butter Chicken,High,$$$$,Luxury,4.6,5.0
1382,25,student,non-vegetarian,mid-range,Vadavalli,evening,romantic,business,balanced,Italian,Lasagna,High,$$$,Modern,4.7,4.6
1383,20,business,non-vegetarian,premium,Singanallur,morning,study,family,balanced,Italian,Pasta,Medium,$$$,Casual,5.0,5.0
1384,37,professional,non-vegetarian,budget-friendly,Vadavalli,morning,study,casual,balanced,North Indian,Naan,Low,$$,Traditional,4.8,5.0
1385,27,service,non-vegetarian,premium,Kovaipudur,afternoon,healthy,family,balanced,Kerala,Malabar Parotta,Medium,$$,Casual,3.7,4.0
